"","Class","Chain.length","RI","S_Nu_Me_136","S_Nu_Me_137","S_Nu_Me_138","S_Nu_Me_139","S_Nu_Me_140","S_Nu_Me_141","S_Nu_Me_142","S_Nu_Me_143","S_Nu_Me_144","S_Nu_Me_145","S_PF_Me_176","S_PF_Me_177","S_PF_Me_178","S_PF_Me_179","S_PF_Me_180","S_PF_Me_181","S_PF_Me_182","S_PF_Me_183","S_PF_Me_184","S_PF_Me_185","S_Nu_Ma_026","S_Nu_Ma_027","S_Nu_Ma_028","S_Nu_Ma_029","S_Nu_Ma_030","S_Nu_Ma_041","S_Nu_Ma_042","S_Nu_Ma_043","S_Nu_Ma_044","S_Nu_Ma_045","S_PF_Ma_016","S_PF_Ma_017","S_PF_Ma_018","S_PF_Ma_019","S_PF_Ma_020","S_PF_Ma_031","S_PF_Ma_032","S_PF_Ma_033","S_PF_Ma_034","S_PF_Ma_035","S_Nu_Li_086","S_Nu_Li_087","S_Nu_Li_088","S_Nu_Li_089","S_Nu_Li_090","S_Nu_Li_056","S_Nu_Li_057","S_Nu_Li_058","S_Nu_Li_059","S_Nu_Li_060","S_PF_Li_076","S_PF_Li_077","S_PF_Li_078","S_PF_Li_079","S_PF_Li_080","S_PF_Li_046","S_PF_Li_047","S_PF_Li_048","S_PF_Li_049","S_PF_Li_050","S_Nu_Ib_095","S_Nu_Ib_097","S_Nu_Ib_098","S_Nu_Ib_099","S_Nu_Ib_100","S_Nu_Ib_131","S_Nu_Ib_132","S_Nu_Ib_133","S_Nu_Ib_134","S_Nu_Ib_135","S_PF_Ib_091","S_PF_Ib_092","S_PF_Ib_093","S_PF_Ib_094","S_PF_Ib_096","S_PF_Ib_121","S_PF_Ib_122","S_PF_Ib_123","S_PF_Ib_124","S_PF_Ib_125","S_Nu_Ru_146","S_Nu_Ru_147","S_Nu_Ru_148","S_Nu_Ru_149","S_Nu_Ru_150","S_Nu_Ru_151","S_Nu_Ru_152","S_Nu_Ru_153","S_Nu_Ru_154","S_Nu_Ru_155","S_PF_Ru_206","S_PF_Ru_207","S_PF_Ru_208","S_PF_Ru_209","S_PF_Ru_210","S_PF_Ru_216","S_PF_Ru_217","S_PF_Ru_218","S_PF_Ru_219","S_PF_Ru_220","S_Nu_Ca_358","S_Nu_Ca_360","S_Nu_Ca_361","S_Nu_Ca_362","S_Nu_Ca_364","S_Nu_Ca_365","S_Nu_Ca_366","S_Nu_Ca_367","S_Nu_Ca_368","S_Nu_Ca_369","S_PF_Ca_370","S_PF_Ca_371","S_PF_Ca_372","S_PF_Ca_375","S_PF_Ca_376","S_PF_Ca_377","S_PF_Ca_379","S_PF_Ca_380","S_PF_Ca_381","S_PF_Ca_383"
"9-; 7-C23:1","Alkene",23,2271,3.24980325007257,0.922746566791702,2.98348655984921,1.76208952693148,2.15332655890261,2.85238196010383,1.09571120345486,1.32478602408273,1.64863405106872,0.905673431034717,3.22416408028863,3.03476089170326,2.8740525731871,2.4050175647332,2.9742544981691,2.95137839770327,3.87259817190491,3.9956658522664,2.37322179060617,3.5375161632784,0.74913756626424,0.229927893117537,0.347657792183435,1.03897382268657,1.58461224609973,0.067154604874216,0.512656967890682,0.323659587678924,1.07371234689528,0.0671673751128802,5.54037695732573,2.30109444809856,2.3127686678743,2.31167967674841,1.3526321015385,1.01651749524234,1.80168675301989,1.55826459020455,0.921595723790796,2.00349796214101,0.299030078536822,0.907314251348042,0.305946519193939,0.8296910362977,0.748233762461723,2.50625902817186,1.24329354322414,0,0.0753972917099134,1.10552654108751,3.47036226025624,1.93927086051568,2.92144003199487,2.32355129611903,4.32613061338436,3.32234734305507,3.72100397864442,1.8384839724136,3.24731857810492,4.17219302336994,0.416926551149643,1.03854246305114,2.26118103532175,0.783176353609466,0.614205981904226,0.561341016169722,1.30336319221377,0.885594833599494,1.39225004351882,0.844267579593765,1.76689534079537,2.05411024869321,3.4721099718115,3.76529662791078,2.81529946744969,3.62406794412922,1.90859771951438,1.68947556535942,2.40962133247285,2.06881050753836,1.35149835616207,0.795825812236771,1.1164063424659,1.5154918659137,1.03370455270282,1.48073033959031,0.74243529607247,1.44819013622205,1.06718715524966,1.25522274129703,2.12254962782024,1.43274146460351,1.51358405036647,1.51245536706763,1.57788390448607,1.74767481818124,13.1790969839523,18.7069674307109,16.8574318194721,3.28678971307719,0.0578695375384826,0.0788781277938045,0.0441824419492476,1.67915152884226,0.102198724954983,1.11816082968718,0.0663792920606321,0.153715358443136,0.317707694258866,1.93126391297496,0.575229583266021,2.18652461776569,2.04988778257011,2.716824969182,2.26880793729754,4.08623894774394,2.69103219156688,2.96825988602055,1.86577551034257,1.89407049736868
"C23","Alkane",23,2300,13.7815456974573,6.7707044738171,14.1897445788267,4.7130683329489,8.34158642226545,10.0215281902345,2.21606697900522,5.10067694340781,4.51446813763604,1.80767140374675,18.1633855404779,14.7693477109148,13.0613542294823,12.8804660338725,15.3133145432598,13.1823078994909,14.0542439564973,19.714785260157,11.9714250129695,15.5708618110185,1.54315739577801,2.12139943121215,1.7223875720319,11.634360645522,13.7393497811969,0.814989081704522,1.30026759526544,1.07797459808422,1.23730647993686,1.05389406793858,28.4508622802975,16.6864619914349,20.9355127851016,14.2150204287196,11.1137569384282,14.1470437535771,9.2864602607321,8.32000119733573,6.93129979466717,23.4166840557178,1.80616543884812,2.84263826258665,2.04984954834691,2.34065389306082,2.61691527731793,16.8408225205016,6.12856871243069,3.16079644426038,2.83111219157494,4.59997967995167,22.4358249626691,12.2591354935704,18.1748541734239,17.5033758136903,27.1004114522032,21.2700724895028,19.3182719449203,9.63290654732913,23.7003946793987,19.1167232344642,2.16465581701443,1.98710419043115,12.9847206707278,4.19736595991329,2.35490486221294,2.25044092933359,11.178143120822,3.34143704955743,11.0959279520679,1.80741590052839,9.59282715827836,9.1376094253386,12.3798207061627,10.5852941560564,13.6506075075021,7.55806859008649,5.38418200702422,4.71157659156392,8.7081281492061,5.41461915513223,11.5184906406197,1.51485110783425,9.58169535648227,12.09416545235,2.28938757144607,9.1482913988762,2.36069498593899,3.32463793795695,2.70526054744199,2.96605450148462,19.9452239128668,0.788223283635566,10.9133409513029,17.9286509501429,15.6380313688229,14.2420978281649,11.7510899011135,10.0216457212127,10.7715564968357,11.674442190966,1.88405975216016,1.83131491780878,0.818998908063704,24.7207875837053,1.97136248050293,13.5321823488156,2.64108724243887,1.58462626627693,3.88188997539782,24.5364503078674,5.15560622166843,19.7767411392684,26.2901768532998,30.6359650910609,19.0666574843964,24.9011187309453,24.470251471798,23.2653551261214,24.0626917488674,25.0901312368489
"11-MeC23","Methyl",23,2334,0.0204501823098432,0.162931265984772,0.0134926254887143,0.0327159396160052,0.0207365757910509,0.0523142912103622,0.0412933945327546,0.0224434847260677,0.0306293019960642,0.0236393305978654,0.0824936156864637,0.069246292206897,0.0218517265751694,0.0222037916931179,0.0155157519183432,0.0521578095380496,0.0402588118544145,0.0240047755438695,0.0807021899986007,0.0305033620108057,0.0175777118089684,0.0197756044821761,0,0.16946474948109,0.0959858110594075,0,0,0,0,0.0132816110838298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113415971941977,0.197308413582139,0,0.0200056145329405,0.0184351642636173,0.155721912253396,0.0466276864201331,0.162092900983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-C24:1","Alkene",24,2371,0.179024743696805,0.0460849706964305,0.126402277344937,0.0958734843204432,0.151418863474722,0.236440561177751,0.0648981735626866,0.0412655524056508,0.09412527194975,0.0373813802546323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254337711128937,0.264485534797541,0.186435316223722,0.167094757565123,0.0841777262423151,0,0,0.148455448759255,0.336191454402429,0.169275879939228,0,0,0,0,0,0,0,0,0,0,0.275345407117854,0.10450098142747,0.15035909021202,6.09762530482387,0.231298043033755,0.190236593290293,0.131759175420076,0.0640391589011851,0.158069871755379,0.123089611615347,0,0,0,0,0,0,0,0,0,0,0.0709404063012792,0.0785996972735777,0.160203573162897,0.165151485822791,0.0949980807678647,0.0970934062231525,0.0635583853547966,0.0333046220011237,0.245453046890714,0.0703980150157399,0,0,0,0,0,0,0,0,0,0,0.0839918775088359,0.0732682524765022,0.161710882939736,0.108886678464852,0.203067651483449,0.604787181555168,0.176360155207747,0.169466624275581,0.251517047166239,0.64852987133623,0,0,0,0,0,0,0,0,0,0,0,0.132518538381267,0.16308420009914,0.0698073603831572,0.0640715867638367,0.203587792709132,0.117724315760704,0.114407783748156,0.0743306603371914,0.0885477144766107
"C24","Alkane",24,2400,0.591263318228784,0.358125566977648,0.566509775131985,0.411643579062924,0.535249219394046,0.593145697860495,0.302648929618765,0.475285955227559,0.426932387651952,0.259364164156087,0.612426671220565,0.385521332427075,0.505258317120846,0.428393979413485,0.51085647318765,0.387442556395896,0.509299778268648,0.53884772160225,0.43298307446584,0.539827547607671,0.0515496882397575,0.0752580257220537,0.0347059556903497,0.108003339643135,0.123132248981251,0.0446652238809901,0.0803052471170875,0.0459726380723674,0.0664225021464658,0.0603035456647695,1.00000402084775,0.747170289376542,0.878734564248179,0.659958279330652,0.63521848735728,0.178721114332642,0.584479565592382,0.53089387187857,0.488153748221828,0.892047343589093,0.197033967280779,0.250398430203274,0.2228015491161,0.283676840680113,0.251239263105646,0.55582291499045,0.22176650075031,0.0860535394481572,0.11315940232141,0.177880845328465,0.93413435664668,0.629684613330708,0.788071085179252,1.1160000882747,1.02297661392737,0.778563012035117,0.655218261387536,0.492639367911489,0.704059187147771,0.579498104380921,0.336261835032511,0.18626281571103,0.3444952343804,0.29681503352937,0.253184229204695,0.243263896599605,0.148713063574151,0.247013073961532,0.359802358512446,0.278292018139112,0.695483488665483,0.553551001033571,0.564495065587296,0.617635468538097,0.590654097488613,0,0.2967993157692,0.395340878579202,0.378505309523478,1.32400479024057,0.411747021734673,0.0829647129868729,0.393786528593397,0.449503067776312,0.304630213427627,0.432302532159746,0.241109048603344,0.294480011490853,0.0921298108049598,0.13438167965621,0.492052865609349,0.384252059449785,0.387547010031427,0.464840653524224,0.572238088748053,0.481149380617387,0.406331990849357,0.16026218311239,0.42754268255596,0.527138785933404,0,0,0,0,0,0,0,0,0,0,0.239237960331693,0.687600245491946,0.845761763607688,0.941400427567502,0.534354196886991,0.561351229657726,0.697215875340277,0.587170239438054,0.795915740067534,0.620419833260732
"C25:2_1","Alkadiene",25,2455,0.0117723237678822,0.2334806563478,0,0.0345955606928553,0.0167525681047694,0,0.0203116497121007,0,0.0219674031472699,0.0118622943367633,0,0,0,0,0,0,0,0,0,0,0.0176957483910265,0.0116067559627695,0.0347598990309619,0.338759835104315,0.307992278752436,0,0,0.0189707510929622,0,0,0,0,0,0,0,0,0,0,0,0,0.0345080165679231,0.00677978453837083,0.0358224283081486,0.0266756793165201,0.0190263687492633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022427374615076,0.712465266401077,0,0.0334597108896919,0.0136344883206577,0.421601172270052,0.016706186475347,0.4851757744199,0,0,0,0,0,0,0,0,0,0,0,0.197585105339499,0,0.27383738483383,0.304977715910537,0.0203886402654129,0.0148361479637251,0.0156848191236293,0,0,0,0.286821686580069,0.342601617813983,0,0.197003412837165,0,0.294247045042836,0.43425569647146,0.443151443810578,0.484117001039613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-MeC24","Methyl",24,2460,0.0164432058369324,0.0164131925299804,0.027576858986868,0.0141886628573856,0.0129803114818736,0.0164481631372241,0.0374990924161655,0.00958674232376206,0.0229953220620903,0.00673922448102551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030062426615739,0.0166042094449673,0,0.0148913595475341,0.012911899191242,0.174435592317852,0.0104293226958382,0,0,0.179480973874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C25:2_2","Alkadiene",25,2465,0.18294367869936,0,0.195959673350479,0.0810208886445082,0.139644085569147,0.196209065405557,0.0368798042748259,0.149646213085777,0.0446405286430522,0.0232724512211129,0,0.282949371884386,0,0.271542847234149,0.277116256814176,0.288814379644204,0.334208443605458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506031836965337,0.11539598557218,0,0.0595023209209003,0.0975821535728869,1.09287576460866,0.390194086948226,0.5751039538355,3.20812878849923,0.419877293259887,0.553769165736417,0.414408673391833,0.16273486762874,0.485534543052468,0.485871280961215,0.0485379054119833,0.116147463500893,0,0.0441564644029668,0.0895540705762677,0.053389226819134,0,0.0416518595352866,0,0.0373745146947668,0.24422849508364,0.241098789018466,0.271366971535811,0.291623452165359,0.24996799652755,0.469628025252615,0,0.158540769602844,0.252919263718856,0.215528552508362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548242301554061,0.357521051284728,0.406439289147948,0.203605123253775,0.163735723117273,0.357888019392014,0.322410999814291,0.306417961306191,0.430779310424207,0.199204903399856
"9-; 7-C25:1","Alkene",25,2471,2.9081871929189,0.929560976776641,3.57218936755474,0.947221442787253,2.39633663492627,3.14312726546365,0.473641246554443,1.95450033392292,0.711944645731788,0.309857903219654,3.92308202789095,3.00685221597501,7.43414796454485,2.7512226550223,2.32408410245711,3.04938181834431,4.71960906063533,4.68500458419944,2.91876700385292,4.63168432666983,0.332173182701906,0.25950237005897,0.345097617626417,1.14142497775775,2.07323548604481,0.183944572847767,0.36195391880127,0.253352170300551,0.277621098862106,0.259723288337851,8.74426683308122,3.37784663066253,4.07905378504097,6.29011654886525,2.71656338198717,1.07690465034308,2.45208510010823,3.88499132029048,3.58252387692278,3.87301459015872,0.344427484559476,0.575448669229561,0.393206793800978,0.448174961875369,0.593635913420835,4.50592948462414,1.44430691428917,0.644403632557349,0.7492155757301,1.20757631658753,6.02870708705903,2.87133104649199,5.1756552354992,5.01258598783927,5.97480227645122,5.58042101640566,5.38489244901206,2.14806726922698,5.89476691500206,5.67716399411631,0.460184080627018,0.739142941254772,1.21299188869784,0.59342579095088,1.41673955619585,0.527143094654842,0.685885085981885,0.404304944725507,0.802732369346304,0.380219383908757,2.38041285776529,2.40231838347426,2.88041324111203,2.77857138946329,2.45438900636466,2.75089932025983,1.64509386171919,1.3771439587677,2.69306032746407,2.06395100994176,0.529374637723936,0.300794318378941,0.730180423828873,0.739097765358574,0.479578706628591,2.26353652271524,0.114583790601453,0.569828327533159,0.129084861074923,0.129996714468114,2.37778794648842,1.69194884879331,2.53528502863263,1.97864034034861,2.64321448309513,1.9538356285865,3.47210265955613,2.87593436640365,3.84451190794059,8.64851648533093,0.183062679934595,0.346657025879648,0.199508374858479,4.8854636435624,0.378366855325348,0.860453056025498,0.226462376708317,0.231833653870228,0.401246127030218,4.97938003436272,1.08728256506508,4.2446241394823,4.64142332893247,4.68213919729142,2.69699523789182,5.58787403292782,4.20499475654506,3.79798312125974,2.93858860857502,2.92228220660677
"C25","Alkane",25,2500,12.7996671197422,6.51950535442872,11.4939226685946,0.0357998346333588,14.476677947313,13.4922683348816,6.24580904145329,14.6325982395158,6.75172115981583,7.13843712249947,17.6927169033496,10.2176922321959,16.0734370975683,12.6073450754015,14.7959069577387,10.2919120284608,11.9352734477426,14.3528949354799,13.1896673874952,13.6713014917431,2.16903006563919,3.25551640441429,1.96962579445588,3.97697296970523,4.34072716183621,2.08818864332653,2.74372303884653,1.96954114522983,2.6376124698259,2.67666646896907,26.7610091365375,18.0614151586654,20.4755098482303,18.7430290698591,13.1670267602185,20.5807629402447,16.0894723044572,22.1523173977061,19.0985217980198,23.8744622033145,2.92033108577469,5.27459937491716,2.78209762131824,5.01250223081869,4.99449424260267,18.3085870382752,7.29179287990421,4.17546337970386,4.50418239009839,6.08146127507233,19.2432088300513,15.6482320913053,16.9404782438937,18.572431046448,21.3118926424974,22.2890326881498,25.5771690841335,21.647688221193,18.3559716766888,17.1232573647907,3.6318158013287,3.76800691839287,5.34591251588798,6.33766373473057,0.0162370753515947,4.65247776342865,4.98066641214686,4.19457870789699,4.93414104541684,3.73751430449932,21.2138521446186,17.5844341474583,12.8143439165062,13.8649672085746,15.8935661507179,16.3114426667962,9.85604485292894,15.3530691443661,11.1192484991434,8.99519440510812,5.30155274653194,3.1760712993972,4.78530235315751,4.92310858148922,4.25037772132771,18.9391704591804,3.66805767203391,6.9677264291955,2.79635489698729,4.85892081381042,16.3038414933992,13.7315664354193,10.233764828785,15.9626193128432,17.7571206039899,17.351910362496,11.8834854666906,16.2973479404947,15.9059222560069,15.3716014259922,2.29603042784565,2.47848785279374,2.06904783361082,24.7069370459637,1.9860717232975,5.47915904380496,2.85297152726746,2.06057770538161,3.18127587735661,31.7650791648439,7.01115400738462,18.1036463051034,36.1108854547628,38.1777382263571,18.5345058726914,17.9445498463469,23.7514862948652,24.0331735719184,25.0274743288052,25.6694358360906
"13-; 11-MeC25","Methyl",25,2533,0.129567432450378,1.17562245106991,0.0729051718774509,0.15434874903863,0.111962554660363,0.143404276038054,0.22331215164049,0.125135759758612,0.211201435999233,0.206400703181073,0.187286364380892,0,0.199672944157258,0.144030652075738,0.177380931311842,0.197777768975663,0.328585839718093,0.195286661218119,0.159292617023322,0.334992481532674,0.134929983080272,0.156346880377936,0.233231162012616,1.55940336781684,0.958772127678578,0,0,0,0,0,0.0829926087003737,0,0,0.0688093855232541,0.0607069666866436,0,0.0788520928030601,0.0934022857693032,0.0801851418930044,0,0.216749969377711,0.10298073804795,0.250606375539617,0.11717492613087,0.139268443077262,0.0825197039545302,0.10690002806967,0.189938487426113,0.106286778682004,0.108509208083561,0,0,0,0,0,0,0,0,0,0,0.115204946218256,0.0405990337359922,1.06846751791373,0.0502677420713529,0.11767814188069,0.131741396483734,0.83462412448429,0.118217299461621,0.944361088657258,0.127739141754287,0,0.0875190018572237,0.0764517632522073,0.0687195115850307,0.0767184664778798,0.0837725182549551,0.102842201614713,0.0521876652314293,0,0.1105478506884,0.927645326294135,0.254180782422437,0.799932748193396,0.884973156307734,0.103170484684201,0.168822634562142,0.140520639408083,0.120488401129451,0.0729386173245664,0.105276656300459,0,0,0,0,0,0,0,0,0,0,0,0,0.064518382585329,0,0,1.01404968081332,0.0874177931014466,0.0419957071087417,0.344359742349974,0.195160880784592,0,0,0,0,0,0,0,0,0,0
"5-MeC25","Methyl",25,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994437294710353,0,0.00596950871374021,0.0120330463159778,0.0910362633323064,0.0119330440749898,0.0876531775907275,0,0,0,0,0,0,0,0,0,0,0,0.0810152067239331,0,0.0681002864576997,0.0675036877960858,0,0.0331518160589785,0,0,0.0187819824040141,0.061112119106536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-MeC25","Methyl",25,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214155422531378,0.0286415345255678,0,0.0324363984573711,0.0192550378684301,0.0192715743626123,0.0110392867747756,0,0.0429262297495775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C26:1_1","Alkene",26,2571,0.0880420202325714,0.0914217207050051,0.13985151007908,0.0437679162362242,0.0847512308475979,0.104792713343237,0.0662089626640248,0.0864767787782216,0.0478240941243802,0.0275107136883996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-MeC25","Methyl",25,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270948835636649,0.020301398766429,0,0.0855305718808385,0.0851661711354187,0.0140550158725752,0.0224071130983861,0.0186238179332892,0,0,0,0,0,0,0,0,0,0,0,0,0.0209110981940244,0.0235086923885125,0.0285791957382304,0,0.0270097151965913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304112400801121,0,0.0698606899151301,0,0,0.0312565832420523,0.0426844095390027,0.0252997472936856,0.0561273505297611,0.0261592333904438,0,0,0,0,0,0,0,0,0,0,0.0714035517108106,0,0.0915888692497687,0.0595999005887279,0.021027968301897,0.0714388784177654,0.026964622342845,0.0348490540627193,0.0197756108490811,0.0271169179561672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-C26:1","Alkene",26,2574,0.132965002280346,0.20723349098078,0.0847149610061912,0.129449524488922,0.0929597829625738,0.108055870849731,0.0690154026171909,0.0370089307153638,0.0355916130864395,0.023737830092323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796335228397924,0.0654388157542381,0.0717979599906744,0.100136779224302,0.0640067797698999,0,0.280573480334938,0.149250349395341,0.118966453397119,0.212390741382272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703087365155066,0.107560828266538,0.0889770733755933,0.104251617207285,0.0850390184888063,0.173210432574298,0.0637179648462924,0,3.29015788331667,0.0638479840124197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5, 15-diMeC25","Dimethyl",25,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169616859046259,0.0215286631541334,0.0227811627148334,0.298014540780487,0.199175875826373,0,0,0.0145125474212674,0.0121460322504022,0.0263667325750577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C26","Alkane",26,2600,0.897845672367297,0.874243568161909,0.789780979595227,0.619543139057555,0.913857803931538,0.837034549132902,0.766645613986226,1.02308604540952,0.778812572141118,0.866884733498265,1.07961286163647,0.50878361455768,0.733287770622345,0.600738294844818,0.675698331311479,0.53127250834731,0.680451194615095,0.664430777543952,0.656139327831142,0.654756723474937,0.217910262560287,0.225198390743727,0.181123802069042,0.312073995280053,0.362236434147309,0.219237918657792,0.189646329357975,0.201216366685757,0.195724372261787,0.255217047002486,0.507151299340116,0.516286369223535,0.578129278110361,0.557160905659456,0.66975263726448,0.231354404781993,0.704140159859089,1.02277037645776,0.704217635866473,0.581377175235533,0.387027675714591,0.393450179100729,0.392758485131004,0.453696167386332,0.383092844602904,0.485964218013346,0.374653866429188,0.288140413905927,0.237598987902374,0.26020530312624,0.688302280676743,0.683933392616396,0.601658696024239,0.617594224770154,0.655010325429423,0.496714453260283,0.516094441171833,0.760722015920556,0.509815209954764,0.434326510215539,0.553994581209627,0.774747045165911,0.591005921420836,0.757579486380043,0.493828160111588,0.539613615864335,0.385417622061396,0.533415674047038,0.638304377467218,0.543136003656749,1.09329519512133,0.801990951318219,0.876494217057633,0.744868862153041,1.03760254157846,0.790809579351518,0.71328843536651,0.977316179208173,0.572148925152769,4.99194920238223,0.608629175642594,0.195500912359688,0.540550307787374,0.563229261588724,0.432632120782497,0.807189993334656,0.383602039409349,0.615523638954234,0.257067270249014,0.377251008141628,0.539784072802547,0.619981661158649,0.355907394781573,0.593124616127301,0.733085547553727,0.49921722518566,0.399204525319086,0.498541873311498,0.520479773777693,0.549374869695311,0,0,0.209048022860386,0.499390011937103,0.240697992423821,0,0.224406956774518,0.253807838662439,0,0.473590903749579,0.43496581341349,0.475620168174772,0.48055626138461,0.456297228639889,0.517910811706995,0.312271021282088,0.568653621885497,0.422139229738551,0.552476770786876,0.433233579559583
"13-MeC26","Methyl",26,2630,0.0394658568594709,0.23881002015403,0.0314795969412787,0.0376150599339686,0.0349937084603187,0.0323658971438133,0.0625240653943816,0.0315552744242166,0.0438038965840231,0.0498611763186132,0,0,0,0,0,0,0,0,0,0,0.0358678940466438,0.0383503550390836,0.0513577836246971,0.295881141731334,0.205271790716288,0.0178329799684769,0.0310749135111998,0.0368811663828627,0.0307738396198111,0.0286733915037967,0,0,0,0,0,0,0,0,0,0,0.052443127078658,0.0289445932268188,0.0621767890800637,0.0327140703345663,0.0366459713918514,0.038123171031439,0.0318398803939729,0.0478913685513663,0.0316421635054432,0.030529948728663,0,0,0,0,0,0,0,0,0,0,0.0286745055111732,0.0238666198285728,0.235592169665342,0.01915189672501,0.0498956490479673,0.0309438724740608,0.150974043812763,0.0271009230197377,0.182626966696312,0.0311484963424429,0,0,0,0,0,0,0,0,0,0,0.222610205228764,0.048792345283799,0.185404562450243,0.183003108125564,0.0404441904989244,0,0.0519643630557078,0.0343506071156741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C27:2_1","Alkadiene",27,2643,0.0397139940962991,0.176166513381225,0.0549507982552437,0.018813237125883,0.0176501933280545,0.0222747491056517,0.0196793596872459,0.0197257582915707,0,0.0196291756845141,0,0,0,0,0,0,0,0,0,0,0.0196393934510747,0.0168219744871747,0.0403780888743508,0.247346134446702,0.266648352574581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694256283334551,0.0193442360046129,0.0352607201355923,0.0325923899110289,0.0230888384555891,0.0454751294021945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804823296938566,0.399725840935083,0.0134692116794396,1.22167661484734,0.0165453452981479,0.214638276195384,0.0145270214093501,0.326099041117421,0.01235174390078,0.019103284027867,0.0346654645427604,0.0168700132463691,0.0405903422838634,0.0337820080789488,0.0745352872586252,0.0291256330282752,0.0202551803307162,0.035217725594128,0.0989871677033856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C27:2_2","Alkadiene",27,2649,0.0294532016465515,0.015735643977386,0.0104588079143032,0,0.0620959993378506,0.0503583530976379,0,0.0659916418079915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
